object_id,mission,period_days,duration_hours,depth_ppm,planet_radius_rearth,score,label,label_raw,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded
K05709.01,kepler,94.20561159,6.62,,,,fp,FALSE POSITIVE,0.002927992597020762,0.010615078901585846,,0
K05710.01,kepler,378.70643955,14.66,,,,fp,FALSE POSITIVE,0.001612946782893788,0.002640567720972095,,0
K05711.01,kepler,78.4286313,3.7368,83303.0,85.77,0.0,fp,FALSE POSITIVE,0.001985244386127646,0.012750445639869275,0.2886225909384087,0
K05712.01,kepler,287.75613,5.487,1987.0,3.4,,candidate,CANDIDATE,0.0007945095730888513,0.0034751648904925154,0.04457577817604534,0
K05713.01,kepler,2.53021,21.79,367.9,41.44,0.133,fp,FALSE POSITIVE,0.35883055820136145,0.3952241118326147,0.019180719485983835,0
K05714.01,kepler,2.249000963,9.6022,58776.0,59.61,0.0,fp,FALSE POSITIVE,0.17789750793746847,0.44464187274783307,0.24243762084297066,0
K05715.01,kepler,189.961729,12.46,699.9,1.93,,candidate,CANDIDATE,0.0027330066398093627,0.005264218246823812,0.026455623220782383,0
K05716.01,kepler,121.62387378,2.73,,,,fp,FALSE POSITIVE,0.0009352604588615332,0.008222069968013479,,0
K05836.01,kepler,202.18722766,2.77,,,,candidate,CANDIDATE,0.0005708405422164077,0.00494591083508801,,0
K05837.01,kepler,280.92070688,3.48,,,,candidate,CANDIDATE,0.0005161598858639466,0.0035597233507858386,,0
K05838.01,kepler,432.074696,4.763,1088.0,2.39,,fp,FALSE POSITIVE,0.00045931487117989743,0.0023144146353805454,0.03298484500494128,0
K05839.01,kepler,169.415073,3.884,239.9,2.32,,candidate,CANDIDATE,0.0009552475495101508,0.005902662509846453,0.015488705562441299,0
K05840.01,kepler,460.77905,15.541,239.3,4.24,0.0,fp,FALSE POSITIVE,0.0014053192450192056,0.0021702375574583956,0.015469324484281788,0
K05841.01,kepler,3.21318517,15.47,2046.1,8.24,0.0,fp,FALSE POSITIVE,0.2006057227425002,0.31121766941305784,0.04523383689230884,0
K05842.01,kepler,57.7749373,4.731,283.6,1.85,0.995,candidate,CANDIDATE,0.0034119465846655277,0.017308543232291834,0.016840427548016706,0
K05843.01,kepler,331.78248134,4.94,,,,fp,FALSE POSITIVE,0.0006203863823732211,0.003014022910315244,,0
K05463.01,kepler,1.20608769,2.2272,1660.6,44.46,0.0,fp,FALSE POSITIVE,0.07694299574519328,0.8291271093232035,0.04075046012010171,0
K05464.01,kepler,613.82905,18.18,148.2,2.85,,fp,FALSE POSITIVE,0.0012340569414236748,0.0016291180744866993,0.01217374223482656,0
K05465.01,kepler,476.80454,10.65,143.6,1.12,,fp,FALSE POSITIVE,0.0009306748631210602,0.0020972954661883044,0.011983321743156193,0
K05466.01,kepler,4.09513876,2.462,181.7,1.75,1.0,planet,CONFIRMED,0.025050026225077987,0.24419196970019152,0.01347961423780369,0
K05467.01,kepler,502.8356901,9.97,,,,candidate,CANDIDATE,0.0008261479342964933,0.001988721205929372,,0
K05468.01,kepler,81.704814,1.468,297.0,1.65,,candidate,CANDIDATE,0.000748629899171751,0.012239180912889662,0.017233687939614085,0
K05469.01,kepler,0.779615874,3.932,81.5,0.83,0.0,fp,FALSE POSITIVE,0.2101462255928018,1.2826829639438564,0.009027735042633895,0
K05470.01,kepler,578.21805,4.18,637.0,2.44,,candidate,CANDIDATE,0.0003012127806571702,0.0017294513721942788,0.025238858928247926,0
K05591.01,kepler,317.009388,3.013,326.9,4.03,,candidate,CANDIDATE,0.0003960187660646399,0.003154480712098028,0.018080376102282827,0
K05592.01,kepler,482.51701,14.791,573.0,2.3,,candidate,CANDIDATE,0.0012772434005314478,0.002072465797630637,0.02393741840717165,0
K05593.01,kepler,224.469892,2.952,458.6,2.35,,fp,FALSE POSITIVE,0.0005479576744305646,0.004454940442524916,0.02141494805036893,0
K05594.01,kepler,113.556471,2.383,278.7,6.76,,fp,FALSE POSITIVE,0.0008743814050602776,0.008806191238542451,0.01669431040804022,0
K05595.01,kepler,208.02789,10.82,255.0,1.04,,fp,FALSE POSITIVE,0.0021671773594075937,0.004807047747299653,0.015968719422671314,0
K05596.01,kepler,308.024953,2.665,352.6,3.55,,fp,FALSE POSITIVE,0.00036049568577214156,0.003246490228341988,0.0187776462848782,0
K05597.01,kepler,7.77710639,3.418,77.4,0.73,0.996,candidate,CANDIDATE,0.01831229502656536,0.12858252798056424,0.00879772697916911,0
K05717.01,kepler,1.33261458,5.161,1335.3,3.65,0.0,fp,FALSE POSITIVE,0.16136823796920086,0.7504045168108546,0.03654175693641454,0
K05718.01,kepler,233.64574,10.05,2268.0,5.2,,candidate,CANDIDATE,0.0017922432482612351,0.004279983876444741,0.04762352359916263,0
K05719.01,kepler,27.285315,7.47,396.5,2.19,0.44,candidate,CANDIDATE,0.011407234990690046,0.03664975097410457,0.019912307751739876,0
K05720.01,kepler,105.895315,2.581,1227.0,2.69,,fp,FALSE POSITIVE,0.001015546973599981,0.009443288402324503,0.03502855977627399,0
K05721.01,kepler,61.224558,4.103,544.2,2.76,0.13,fp,FALSE POSITIVE,0.002792316333804048,0.01633331513802027,0.02332809465001375,0
K05722.01,kepler,28.507877538,3.13331,24372.0,27.79,0.0,fp,FALSE POSITIVE,0.00457959675038272,0.03507802356268141,0.15611534197509225,0
K05723.01,kepler,444.46522,0.767,4084.0,30.17,,fp,FALSE POSITIVE,7.19028888994584e-05,0.0022498948286662343,0.06390618123468184,0
K05724.01,kepler,8.48039,6.134,133.7,1.23,0.0,fp,FALSE POSITIVE,0.030138157954213585,0.11791910513549494,0.011562871615649808,0
K05344.01,kepler,445.351255,6.516,420.4,3.66,,candidate,CANDIDATE,0.0006096311550755595,0.002245418619062834,0.020503658210182883,0
K05345.01,kepler,72.0153825,2.548,177.7,6.94,,fp,FALSE POSITIVE,0.00147422207563317,0.013885922219464709,0.013330416347586447,0
K05346.01,kepler,21.12752693,2.253,51.8,20.93,0.0,fp,FALSE POSITIVE,0.004443255488966025,0.047331616393779224,0.007197221686178632,0
K05347.01,kepler,23.9341825,1.607,228.1,1.03,,fp,FALSE POSITIVE,0.0027976026895146023,0.04178124738540788,0.015102979838429237,0
K05348.01,kepler,87.775799,1.862,450.0,2.44,,fp,FALSE POSITIVE,0.0008838806848495145,0.011392661888500723,0.021213203435596427,0
K05349.01,kepler,65.67350728,2.73,,,,fp,FALSE POSITIVE,0.0017320530714923623,0.015226840188943843,,0
K05350.01,kepler,222.06409878,2.89,,,,fp,FALSE POSITIVE,0.0005422608486838932,0.004503204279727832,,0
K05351.01,kepler,35.882272887,3.95004,101230.0,35.21,0.0,fp,FALSE POSITIVE,0.0045868053152125846,0.0278689146350675,0.31816662301379134,0
K05471.01,kepler,8.780603773,3.16989,90028.0,52.34,0.0,fp,FALSE POSITIVE,0.015042103415044967,0.11388738472346964,0.3000466630376015,0
K05472.01,kepler,97.5137491,2.655,279.8,5.27,,candidate,CANDIDATE,0.0011344554077861826,0.010254964138180183,0.01672722332008514,0
K05473.01,kepler,549.42772,6.09,719.1,2.64,,candidate,CANDIDATE,0.0004618441894413336,0.0018200756234141226,0.026816039976103854,0
K05474.01,kepler,284.666844,2.752,418.0,8.98,,candidate,CANDIDATE,0.00040281005351879565,0.0035128783737104273,0.020445048300260872,0
K05475.01,kepler,224.150923,12.455,348.6,2.41,0.999,planet,CONFIRMED,0.002315218364429101,0.004461279867225887,0.018670832868407344,0
K05476.01,kepler,148.179343,12.733,466.6,2.52,1.0,candidate,CANDIDATE,0.003580402341685823,0.006748578983779136,0.02160092590608097,0
K05477.01,kepler,551.49832,40.92,1874.4,4.89,,fp,FALSE POSITIVE,0.0030915778673632228,0.0018132421509461714,0.0432943414316467,0
K05478.01,kepler,351.2878737,11.2066,134630.0,38.47,0.0,fp,FALSE POSITIVE,0.0013292279683569013,0.002846668145607555,0.366919609723983,0
K05598.01,kepler,376.934014,4.28,382.4,2.13,,candidate,CANDIDATE,0.0004731155234330573,0.002652984243549854,0.019555050498528508,0
K05599.01,kepler,46.50446209,1.37,,,,fp,FALSE POSITIVE,0.001227480778572604,0.02150331290930109,,0
K05600.01,kepler,17.168095,13.04,143.1,4.81,0.992,candidate,CANDIDATE,0.031647852212684825,0.05824758075954262,0.01196244122242613,0
K05601.01,kepler,124.091252,2.172,281.4,1.3,,fp,FALSE POSITIVE,0.0007293020139727497,0.00805858578975414,0.016774981371077583,0
K05602.01,kepler,403.163148,5.735,681.1,2.49,0.313,candidate,CANDIDATE,0.0005927087694367675,0.002480385434434598,0.026097892635230147,0
K05603.01,kepler,341.557931,3.365,433.0,6.81,,candidate,CANDIDATE,0.00041049649446826445,0.0029277610303828664,0.020808652046684813,0
K05604.01,kepler,476.91977,5.07,193.6,2.49,,candidate,CANDIDATE,0.0004429466197218035,0.002096788732410904,0.013914021704740868,0
K05605.01,kepler,9.011888,4.167,987.6,7.04,0.999,candidate,CANDIDATE,0.019266218133203606,0.11096453928411004,0.031426103799230345,0
K05725.01,kepler,351.25069,3.648,1324.0,2.23,,candidate,CANDIDATE,0.00043273936344438214,0.002846969496344619,0.03638681079732051,0
K05726.01,kepler,212.771978,2.115,1239.0,2.84,,fp,FALSE POSITIVE,0.0004141757802336171,0.004699867009743172,0.03519943181359608,0
K05727.01,kepler,65.3558881,2.165,1158.0,2.61,,candidate,CANDIDATE,0.00138026329311457,0.015300840200808165,0.03402939905434711,0
K05728.01,kepler,18.0766788,3.06,28831.0,19.47,0.0,fp,FALSE POSITIVE,0.007053286801776883,0.05531989648452458,0.16979693754599934,0
K05729.01,kepler,1.33255577,4.282,126.5,0.97,0.0,fp,FALSE POSITIVE,0.13389058130502612,0.7504376345914588,0.011247221879201992,0
K05730.01,kepler,1.33259275,4.014,79.1,0.97,0.0,fp,FALSE POSITIVE,0.1255072114117385,0.7504168096367025,0.008893818077743663,0
K05731.01,kepler,36.6092739,1.835,1102.0,52.42,0.013,fp,FALSE POSITIVE,0.0020884963067604938,0.02731548303119992,0.033196385345395665,0
K05732.01,kepler,39.399926,5.729,341.4,1.52,0.992,candidate,CANDIDATE,0.006058598519533598,0.025380758329343056,0.018477012745571186,0
K05352.01,kepler,270.1430241,6.32,,,,candidate,CANDIDATE,0.0009747922760939188,0.003701742820609818,,0
K05353.01,kepler,0.812592362,1.5646,6945.8,25.84,0.568,fp,FALSE POSITIVE,0.08022677755204728,1.2306293373700208,0.08334146626979873,0
K05354.01,kepler,81.871309,1.606,98.2,1.12,,fp,FALSE POSITIVE,0.0008173396454021111,0.012214291089446244,0.009909591313469995,0
K05355.01,kepler,0.566805859,3.835,61.1,1.25,0.0,fp,FALSE POSITIVE,0.2819160460842496,1.7642725178675331,0.007816648898345121,0
K05356.01,kepler,326.36595188,3.75,,,,fp,FALSE POSITIVE,0.00047875704895053157,0.0030640451132834022,,0
K05357.01,kepler,520.58269,2.264,348.0,1.94,,fp,FALSE POSITIVE,0.00018120720328471416,0.0019209244164457332,0.01865475810617763,0
K05358.01,kepler,126.586058,5.41,124.9,1.54,,candidate,CANDIDATE,0.001780738497020475,0.007899764127262735,0.011175866856758808,0
K05359.01,kepler,2.7200197,1.874,869.0,1.53,,candidate,CANDIDATE,0.028706899929192918,0.3676443961049253,0.02947880594596735,0
K05479.01,kepler,18.347081,2.825,1126.6,5.65,,candidate,CANDIDATE,0.0064156436292690565,0.05450458304511764,0.03356486257978721,0
K05480.01,kepler,57.140035,5.684,1567.0,5.78,,candidate,CANDIDATE,0.004144788034052366,0.0175008643239368,0.03958535082577897,0
K05481.01,kepler,0.718643659,2.51246,124930.0,50.85,0.0,fp,FALSE POSITIVE,0.14567140754989022,1.3915102255149794,0.3534543817807328,0
K05482.01,kepler,31.707574649,7.6771,787.3,2.96,1.0,candidate,CANDIDATE,0.010088414841175975,0.031538205336419135,0.028058866691297424,0
K05483.01,kepler,17.946328114,8.15905,102990.0,66.65,0.0,fp,FALSE POSITIVE,0.018943174030205224,0.055721704944193914,0.3209205509156433,0
K05484.01,kepler,204.818268,1.93,303.6,5.18,,fp,FALSE POSITIVE,0.00039262448341115095,0.0048823769957863335,0.017424121211699603,0
K05485.01,kepler,9.3589254,3.169,1527.0,17.37,0.275,candidate,CANDIDATE,0.014108635449393224,0.10684987402506702,0.039076847365159845,0
K05486.01,kepler,4.15472242,1.791,2243.0,23.47,1.0,candidate,CANDIDATE,0.017961488748507053,0.24068996647915653,0.047360320944858474,0
K05606.01,kepler,23.81490574,1.9948,79201.0,63.1,0.0,fp,FALSE POSITIVE,0.0034901110915195525,0.041990508420126964,0.2814267222564339,0
K05607.01,kepler,1.3274511,3.465,123.6,0.66,0.0,fp,FALSE POSITIVE,0.10876106848681658,0.7533234180905044,0.011117553687749837,0
K05608.01,kepler,87.565484,2.527,396.0,2.12,,candidate,CANDIDATE,0.0012024334458845297,0.01142002481251631,0.0198997487421324,0
K05609.01,kepler,535.1515,2.826,362.3,2.7,,candidate,CANDIDATE,0.00022003115005750704,0.00186862972447989,0.01903417978269618,0
K05610.01,kepler,495.40462,0.63,904.0,152.21,,candidate,CANDIDATE,5.298699071478179e-05,0.0020185520272297825,0.030066592756745815,0
K05611.01,kepler,209.238576,2.245,154.7,1.43,,fp,FALSE POSITIVE,0.0004470574616540435,0.00477923344307218,0.012437845472588891,0
K05612.01,kepler,353.65927,4.543,1018.0,2.58,,candidate,CANDIDATE,0.0005352373957755065,0.002827580343079937,0.03190611226708764,0
K05613.01,kepler,346.4174,9.23,662.0,2.41,,candidate,CANDIDATE,0.0011101732572709494,0.002886691026490009,0.025729360660537215,0
K05733.01,kepler,1.166835206,2.17596,15527.0,96.28,0.0,fp,FALSE POSITIVE,0.0777016321874676,0.8570190502119628,0.12460738340884941,0
K05734.01,kepler,230.70578883,2.69,,,,fp,FALSE POSITIVE,0.0004858280058846902,0.004334524959566009,,0
K05735.01,kepler,4.99471597,3.44,53.0,2.2,0.0,fp,FALSE POSITIVE,0.028696993821919637,0.2002115848040905,0.007280109889280518,0
K05736.01,kepler,161.651504,2.509,253.6,2.22,0.56,candidate,CANDIDATE,0.0006467101392800322,0.006186147207142595,0.015924823389915507,0
K05737.01,kepler,376.24253,4.064,185.7,1.32,,candidate,CANDIDATE,0.000450064306481602,0.002657860077647256,0.013627178724886526,0
K05738.01,kepler,27.659607786,4.16321,318400.0,50.7,0.0,fp,FALSE POSITIVE,0.006271494689130562,0.036153802604032344,0.5642694391866354,0
K05739.01,kepler,476.727302,9.327,1035.7,23.42,0.0,fp,FALSE POSITIVE,0.0008151935044827787,0.0020976352640277355,0.0321822932681933,0
K05740.01,kepler,21.7997515,4.756,109.5,1.01,,candidate,CANDIDATE,0.009090317688560197,0.04587208253268392,0.010464224768228175,0
K05360.01,kepler,54.595746,2.21,135.8,2.0,,candidate,CANDIDATE,0.0016866393461009458,0.018316445387521585,0.011653325705565773,0
K05361.01,kepler,22.0495604,3.428,134.5,1.9,0.648,fp,FALSE POSITIVE,0.006477831337323774,0.04535237809094824,0.011597413504743201,0
K05362.01,kepler,150.70039392,2.82,,,,fp,FALSE POSITIVE,0.0007796927197308815,0.006635682721113885,,0
K05363.01,kepler,44.48477463,1.67,,,,fp,FALSE POSITIVE,0.0015642055942081175,0.022479601353889114,,0
K05364.01,kepler,93.6452481,2.12,,,,fp,FALSE POSITIVE,0.0009432761952748068,0.010678598437073285,,0
K05365.01,kepler,585.64118,13.97,565.2,2.2,,candidate,CANDIDATE,0.0009939248693770705,0.00170753019792768,0.02377393530739074,0
K05366.01,kepler,574.69029,4.269,276.8,1.26,,fp,FALSE POSITIVE,0.0003095145386917882,0.0017400676806284651,0.016637307474468337,0
K05367.01,kepler,502.98283916,2.94,,,,candidate,CANDIDATE,0.0002435470764859086,0.0019881393998849683,,0
K05487.01,kepler,48.8130123,1.538,702.0,2.95,,candidate,CANDIDATE,0.0013128329991085868,0.020486340688300443,0.026495282598983542,0
K05488.01,kepler,280.1604956,2.8637,12946.0,19.25,0.0,fp,FALSE POSITIVE,0.00042590170708326424,0.003569382606417691,0.11378049041905207,0
K05489.01,kepler,370.46262,9.541,347.9,2.03,,fp,FALSE POSITIVE,0.0010730952198812033,0.002699327667660505,0.018652077632263918,0
K05490.01,kepler,116.301793,2.253,649.0,2.18,,fp,FALSE POSITIVE,0.0008071672635347934,0.008598319718080356,0.025475478405713993,0
K05491.01,kepler,480.19416,10.76,372.3,1.79,,fp,FALSE POSITIVE,0.000933650116305732,0.0020824909657376923,0.019295077092357005,0
K05492.01,kepler,368.49828,14.903,581.9,1.86,,fp,FALSE POSITIVE,0.0016851051064155126,0.0027137168727083337,0.024122603507913485,0
K05493.01,kepler,6.993576155,21.2695,2924.0,101.15,0.0,fp,FALSE POSITIVE,0.12672045703442641,0.14298836215361124,0.0540740233383831,0
K05494.01,kepler,223.52131732,3.27,,,,fp,FALSE POSITIVE,0.0006095615471205383,0.0044738462173984465,,0
K05614.01,kepler,1.811461128,8.42343,921670.0,373.77,0.0,fp,FALSE POSITIVE,0.19375312258977714,0.5520405514326886,0.9600364576410627,0
K05615.01,kepler,2.17491508,8.4418,635410.0,193.73,0.0,fp,FALSE POSITIVE,0.16172662091554707,0.4597880667598296,0.7971260878932517,0
K05616.01,kepler,441.61919,5.372,820.0,1.71,,candidate,CANDIDATE,0.0005068469360068644,0.0022643943529718443,0.028635642126552705,0
K05617.01,kepler,24.5002702,4.079,153.5,0.73,0.0,fp,FALSE POSITIVE,0.0069369983247504485,0.040815876389804065,0.012389511693363867,0
K05618.01,kepler,318.49078,3.012,630.0,3.01,,candidate,CANDIDATE,0.0003940459438103672,0.003139808317214081,0.025099800796022267,0
K05619.01,kepler,2.16402661,2.78,,,,fp,FALSE POSITIVE,0.05352676016000253,0.4621015265611729,,0
K05620.01,kepler,392.89275632,4.93,,,,fp,FALSE POSITIVE,0.000522831391931697,0.0025452238146776327,,0
K05621.01,kepler,114.734287,3.724,242.9,1.1,,fp,FALSE POSITIVE,0.0013524001475397384,0.008715790424531073,0.015585249436566615,0
K05741.01,kepler,362.0619,14.02,886.2,2.12,,candidate,CANDIDATE,0.0016134441836234816,0.002761958659555176,0.029769111508407504,0
K05742.01,kepler,1.340649911,5.0912,627630.0,127.25,0.0,fp,FALSE POSITIVE,0.15823171403122055,0.7459068857537111,0.7922310269107112,0
K05743.01,kepler,30.69537638,5.6634,19941.0,19.39,0.0,fp,FALSE POSITIVE,0.007687639893340836,0.032578196390892405,0.14121260566960728,0
K05744.01,kepler,30.69533113,5.94855,88771.0,69.4,0.0,fp,FALSE POSITIVE,0.008074721492668907,0.032578244416547525,0.2979446257276677,0
K05745.01,kepler,11.374442708,2.30694,27905.0,22.86,0.0,candidate,CANDIDATE,0.008450743695108162,0.08791639517395158,0.1670478973228936,0
K05746.01,kepler,49.873958,1.351,562.0,1.5,,fp,FALSE POSITIVE,0.001128678551372776,0.020050544213876108,0.023706539182259397,0
K05747.01,kepler,411.447056,3.481,285.2,2.86,,candidate,CANDIDATE,0.0003525159909435995,0.002430446361001548,0.01688786546606764,0
K05748.01,kepler,29.9371143,4.435,194.3,1.19,0.989,candidate,CANDIDATE,0.006172661293098201,0.03340335310808497,0.013939153489362258,0
K05368.01,kepler,114.25041494,2.11,,,,fp,FALSE POSITIVE,0.0007695085108691918,0.008752703441166163,,0
K05369.01,kepler,651.358046,4.384,570.8,14.58,,candidate,CANDIDATE,0.0002804397178916044,0.0015352539300635278,0.02389142105442872,0
K05370.01,kepler,407.97623,14.69,237.5,4.63,,fp,FALSE POSITIVE,0.0015002916550636623,0.0024511231941135394,0.015411035007422441,0
K05371.01,kepler,33.3037881,3.003,272.4,1.14,0.048,candidate,CANDIDATE,0.003757080114258834,0.030026614299770903,0.016504544828622205,0
K05372.01,kepler,212.60398,5.74,188.5,1.64,,candidate,CANDIDATE,0.0011249397432102008,0.004703580807847529,0.013729530217745981,0
K05373.01,kepler,50.550788,2.353,154.5,5.0,,candidate,CANDIDATE,0.0019394686125697325,0.019782085296078868,0.012429802894656053,0
K05374.01,kepler,239.25578975,5.21,,,,fp,FALSE POSITIVE,0.0009073273986814077,0.00417962717242875,,0
K05375.01,kepler,285.374561,4.865,482.3,5.94,0.176,candidate,CANDIDATE,0.0007103237675531049,0.0035041665819680397,0.021961329650091774,0
K05495.01,kepler,6.279888981,5.5086,1514.6,196.78,0.0,fp,FALSE POSITIVE,0.03654921300271948,0.15923848383713968,0.038917862222891945,0
K05496.01,kepler,37.47695717,1.46,,,,fp,FALSE POSITIVE,0.001623219650874696,0.02668306275410459,,0
K05497.01,kepler,93.359737,5.397,38.3,1.05,,candidate,CANDIDATE,0.0024086935891860966,0.0107112555383484,0.00618869937870632,0
K05498.01,kepler,519.80221867,14.9678,77183.0,40.88,0.0,fp,FALSE POSITIVE,0.0011997992908323216,0.0019238086412148557,0.27781828593524943,0
K05499.01,kepler,122.58481,22.37,318.9,1.19,,candidate,CANDIDATE,0.007603579377684179,0.00815761757105142,0.01785777141750896,0
K05500.01,kepler,84.934357,3.169,129.7,1.6,,candidate,CANDIDATE,0.0015546319690942813,0.011773798440600426,0.011388590782006349,0
K05501.01,kepler,48.9200563,2.295,333.9,1.71,,fp,FALSE POSITIVE,0.0019547197454881098,0.02044151367830703,0.01827293079940927,0
K05502.01,kepler,421.98194,13.799,173.1,2.02,,candidate,CANDIDATE,0.0013625188161686098,0.002369769663602191,0.013156747318391428,0
K05622.01,kepler,469.61309,13.709,1234.7,3.24,0.954,planet,CONFIRMED,0.0012163381845538704,0.002129412534050105,0.03513829819442029,0
K05623.01,kepler,583.73632,15.75,338.6,2.65,0.0,fp,FALSE POSITIVE,0.0011242233479664243,0.0017131022445202656,0.01840108692441835,0
K05624.01,kepler,502.658,19.51,216.0,0.69,,fp,FALSE POSITIVE,0.0016172361061928123,0.001989424220842004,0.014696938456699069,0
K05625.01,kepler,116.454312,15.826,2125.3,3.33,0.789,candidate,CANDIDATE,0.005662449550744559,0.008587058588264211,0.046100976128494286,0
K05626.01,kepler,397.499229,8.019,2629.7,6.57,,candidate,CANDIDATE,0.0008405676681199299,0.002515728150003531,0.05128060062050756,0
K05627.01,kepler,243.954706,2.562,291.7,1.35,,fp,FALSE POSITIVE,0.000437581228705627,0.004099121580380581,0.017079227148791013,0
K05628.01,kepler,24.9093027,3.8,332.6,1.32,0.874,candidate,CANDIDATE,0.006356393642979549,0.04014564406092347,0.018237324365158392,0
K05629.01,kepler,192.138741,3.218,151.4,1.93,,candidate,CANDIDATE,0.0006978464240760967,0.005204572460480523,0.01230447073221762,0
K05749.01,kepler,281.95332,2.756,1039.0,2.31,,candidate,CANDIDATE,0.0004072778193685867,0.0035466863805682443,0.032233522922572394,0
K05750.01,kepler,12.71368909,1.875,192.2,1.09,0.0,fp,FALSE POSITIVE,0.006144951276293952,0.07865537633656258,0.013863621460498696,0
K05751.01,kepler,25.26363805,2.72,,,,fp,FALSE POSITIVE,0.004486025849049612,0.039582581021025985,,0
K05752.01,kepler,1.391716834,1.421,41.0,36.19,0.996,fp,FALSE POSITIVE,0.042543376559698455,0.7185369721553574,0.006403124237432849,0
K05753.01,kepler,70.516233809,4.09296,330180.0,52.74,0.0,fp,FALSE POSITIVE,0.0024184502034230015,0.014181131719379628,0.5746129131859116,0
K05754.01,kepler,2.645596805,2.9095,1272.7,167.05,0.0,fp,FALSE POSITIVE,0.04582299405470694,0.37798654659321756,0.0356749211631925,0
K05755.01,kepler,388.67155,11.701,371.3,1.49,,candidate,CANDIDATE,0.0012543796083522621,0.002572866472989855,0.019269146322554095,0
K05756.01,kepler,105.6327297,2.73,,,,fp,FALSE POSITIVE,0.0010768442728220059,0.009466762837995656,,0
K05376.01,kepler,274.553579,5.95,218.3,1.66,,fp,FALSE POSITIVE,0.0009029810049085781,0.0036422763223203144,0.014774978849392646,0
K05377.01,kepler,251.02304011,3.11,,,,fp,FALSE POSITIVE,0.000516220874691618,0.0039836980683597535,,0
K05378.01,kepler,1.80774253,2.637,592.6,5.29,,fp,FALSE POSITIVE,0.060780226263747864,0.5531761207167041,0.024343376922686795,0
K05379.01,kepler,520.655224,12.94,314.9,7.58,,candidate,CANDIDATE,0.001035554128362432,0.0019206568068545877,0.017745421944828473,0
K05380.01,kepler,369.93355,7.6,995.0,3.24,,candidate,CANDIDATE,0.0008560095905512399,0.002703188180688126,0.031543620591175006,0
K05381.01,kepler,28.7369766,1.586,525.0,1.95,,fp,FALSE POSITIVE,0.0022995924120052815,0.034798371934506155,0.0229128784747792,0
K05382.01,kepler,2.45649061,2.844,287.8,14.14,0.007,fp,FALSE POSITIVE,0.048239549346374255,0.40708480461075325,0.016964669168598602,0
K05383.01,kepler,98.51783198,1.65,,,,fp,FALSE POSITIVE,0.0006978432088716372,0.010150446674496542,,0
K05503.01,kepler,457.513348,5.763,562.5,25.18,,fp,FALSE POSITIVE,0.0005248480750336491,0.002185728579005306,0.023717082451262844,0
K05504.01,kepler,224.02589924,2.93,,,,fp,FALSE POSITIVE,0.0005449518727410391,0.004463769606069945,,0
K05505.01,kepler,323.77153,17.57,353.7,1.44,,fp,FALSE POSITIVE,0.0022611108930217965,0.0030885976910940876,0.018806913622388975,0
K05506.01,kepler,641.60204,16.762,237.3,1.61,,candidate,CANDIDATE,0.0010885511939249237,0.0015585985356280974,0.015404544783926593,0
K05507.01,kepler,40.0389613,1.711,109.4,0.95,,fp,FALSE POSITIVE,0.0017805573459436042,0.024975672882902686,0.010459445491994306,0
K05508.01,kepler,22.571972634,4.00349,79326.0,46.14,0.0,fp,FALSE POSITIVE,0.007390230620874735,0.04430272959367792,0.2816487173768061,0
K05509.01,kepler,28.406342,2.598,223.6,1.41,,candidate,CANDIDATE,0.003810768736080133,0.03520340633792271,0.014953260514014995,0
K05510.01,kepler,1.018861199,6.5005,291210.0,93.47,0.0,fp,FALSE POSITIVE,0.26584010357103277,0.9814879602653315,0.5396387680661945,0
K05630.01,kepler,80.519237,4.044,92.5,1.08,,fp,FALSE POSITIVE,0.0020926676192920208,0.012419392399359174,0.009617692030835673,0
K05631.01,kepler,149.356804,15.415,171.6,2.92,,fp,FALSE POSITIVE,0.004300384377980307,0.0066953762615327515,0.013099618315050252,0
K05632.01,kepler,264.466625,6.371,437.3,2.61,0.928,candidate,CANDIDATE,0.0010037498430410011,0.0037811954533015267,0.020911719202399405,0
K05633.01,kepler,151.77884,2.615,189.7,4.35,,candidate,CANDIDATE,0.0007178756494207845,0.006588533684932629,0.01377316230936091,0
K05634.01,kepler,50.47759052,2.02,,,,fp,FALSE POSITIVE,0.0016674065818042274,0.019810771268961115,,0
K05635.01,kepler,113.993156,7.721,69.7,2.23,,candidate,CANDIDATE,0.0028221723533414,0.00877245647975568,0.00834865258589672,0
K05636.01,kepler,2.79123954,2.843,154.8,2.22,0.0,fp,FALSE POSITIVE,0.04243932906357916,0.358263769794548,0.012441864811996634,0
K05637.01,kepler,223.31769215,3.54,,,,fp,FALSE POSITIVE,0.0006604940189912311,0.004477925552482923,,0
K05757.01,kepler,44.637111,5.868,282.5,1.28,0.01,fp,FALSE POSITIVE,0.005477505029391352,0.022402883555792848,0.01680773631397161,0
K05758.01,kepler,102.493119,2.814,636.1,2.7,,candidate,CANDIDATE,0.0011439792363036585,0.009756752548432057,0.025221022976873876,0
K05759.01,kepler,284.94212784,3.2,,,,candidate,CANDIDATE,0.00046793127553326313,0.0035094845664994734,,0
K05760.01,kepler,365.620697,32.263,27188.0,12.75,,fp,FALSE POSITIVE,0.003676738427821187,0.0027350749238356166,0.1648878406675277,0
K05761.01,kepler,6.13292733,1.561,58.7,1.56,0.986,candidate,CANDIDATE,0.01060532159716079,0.16305427183334975,0.007661592523751182,0
