object_id,mission,period_days,duration_hours,depth_ppm,planet_radius_rearth,score,label,label_raw,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded
K00752.01,kepler,9.48803557,2.9575,615.8,2.26,1.0,planet,CONFIRMED,0.012987848301950104,0.10539589492706762,0.024815317850069945,0
K00752.02,kepler,54.4183827,4.507,874.8,2.83,0.969,planet,CONFIRMED,0.003450886581873126,0.018376143324818066,0.02957701810527897,0
K00753.01,kepler,19.89913995,1.7822,10829.0,14.6,0.0,candidate,CANDIDATE,0.0037317358197349296,0.05025342816386394,0.10406248123122953,0
K00754.01,kepler,1.736952453,2.40641,8079.2,33.46,0.0,fp,FALSE POSITIVE,0.057725865299395926,0.5757209981613699,0.0898843701652295,0
K00755.01,kepler,2.525591777,1.6545,603.3,2.75,1.0,planet,CONFIRMED,0.027295583010603065,0.3959468070441061,0.024562166028263874,0
K00756.01,kepler,11.09432054,4.5945,1517.5,3.9,1.0,planet,CONFIRMED,0.017255450598329294,0.09013620945911484,0.03895510236156491,0
K00756.02,kepler,4.13443512,3.1402,686.0,2.77,1.0,planet,CONFIRMED,0.031646806122009395,0.24187101042233794,0.026191601707417588,0
K00756.03,kepler,2.56658897,2.429,226.5,1.59,0.992,planet,CONFIRMED,0.03943301187542052,0.3896221840305033,0.015049916943292411,0
K00114.01,kepler,7.36178958,5.022,233.7,39.21,0.0,fp,FALSE POSITIVE,0.028423795291361752,0.13583653663733214,0.015287249589118377,0
K00757.01,kepler,16.06864674,3.5347,4914.3,5.76,1.0,planet,CONFIRMED,0.009165623530701047,0.062232994239065594,0.07010206844309232,0
K00001.01,kepler,2.470613377,1.74319,14231.0,13.04,0.811,planet,CONFIRMED,0.02939873852494998,0.40475778578284616,0.11929375507544392,0
K00002.01,kepler,2.204735417,3.88864,6674.7,16.1,1.0,planet,CONFIRMED,0.0734902997508597,0.4535691640318036,0.08169883720102752,0
K00010.01,kepler,3.522498429,3.19843,9145.7,14.59,0.998,planet,CONFIRMED,0.03783335020663161,0.28388940979141597,0.09563315324718726,0
K00112.02,kepler,3.709214104,2.6302,131.1,1.16,1.0,planet,CONFIRMED,0.029545791532627763,0.26959888859518905,0.011449890829173874,0
K00742.01,kepler,11.521446064,3.6399,17984.0,150.51,0.0,fp,FALSE POSITIVE,0.013163495203426405,0.08679466053524373,0.13410443691392168,0
K00743.01,kepler,19.40393776,12.2155,8918.7,7.18,0.0,fp,FALSE POSITIVE,0.026230715278622224,0.05153593112741462,0.0944388691164819,0
K00744.01,kepler,19.221388942,4.79843,74284.0,49.29,0.0,fp,FALSE POSITIVE,0.010401672009063981,0.05202537667894198,0.272550912675045,0
K00745.01,kepler,16.46983774,9.4378,10479.0,7.94,0.0,fp,FALSE POSITIVE,0.023876474855098764,0.060717052334481596,0.10236698686588368,0
K00746.01,kepler,9.27358173,3.2875,1288.3,2.47,1.0,planet,CONFIRMED,0.014770901972378117,0.10783320071089728,0.035892896233098825,0
K00747.01,kepler,6.02930329,1.5821,1912.7,2.85,1.0,planet,CONFIRMED,0.010933408084258661,0.16585664245130385,0.04373442579936314,0
K00748.01,kepler,2.696370652,3.6129,397.9,1.58,0.0,fp,FALSE POSITIVE,0.05582967604559137,0.37086889343579754,0.019947430912275393,0
K00749.01,kepler,5.349553819,3.0278,831.0,2.55,1.0,planet,CONFIRMED,0.02358296366423253,0.18693147762123674,0.02882707061079915,0
K00749.02,kepler,3.94105221,2.5984,363.3,1.7,0.98,planet,CONFIRMED,0.027471512910169405,0.2537393433821066,0.019060430215501432,0
K00749.03,kepler,8.10904807,3.596,217.4,1.3,0.971,planet,CONFIRMED,0.018477302396029988,0.12331903712589534,0.014744490496453244,0
K00113.01,kepler,386.6030528,6.8057,24927.0,41.5,,fp,FALSE POSITIVE,0.0007334935181694803,0.002586632445753931,0.15788286797496429,0
K00750.01,kepler,21.67699193,3.4555,857.2,2.95,1.0,planet,CONFIRMED,0.006642027045616318,0.04613186198662759,0.029277978072264486,0
K00751.01,kepler,4.99677968,2.1717,934.7,2.78,1.0,planet,CONFIRMED,0.018109163460254863,0.20012889581715557,0.03057286378473564,0
K00769.01,kepler,4.280963604,2.875,750.8,2.3,1.0,planet,CONFIRMED,0.02798240717457561,0.2335922685877616,0.02740072991728505,0
K00770.01,kepler,1.50635409,1.5155,2211.7,4.53,0.0,fp,FALSE POSITIVE,0.04191964807778584,0.6638545390081557,0.0470287146326582,0
K00771.01,kepler,670.645531,53.412,18091.0,14.14,0.0,fp,FALSE POSITIVE,0.0033184445390720125,0.0014911006690954897,0.13450278807519195,0
K00772.01,kepler,61.2563628,7.633,5123.3,39.87,0.0,fp,FALSE POSITIVE,0.005191977651449241,0.016324834748432045,0.07157723101657398,0
K00773.01,kepler,38.3775486,5.588,724.2,2.82,1.0,planet,CONFIRMED,0.006066915210246997,0.026056901404067273,0.02691096430825176,0
K00757.02,kepler,41.19725502,4.6297,2213.9,3.86,0.992,planet,CONFIRMED,0.004682451939407556,0.02427346189726793,0.04705209878422003,0
K00757.03,kepler,6.252962249,2.5819,1036.9,2.65,1.0,planet,CONFIRMED,0.017204512418713413,0.15992420235064175,0.03220093166354042,0
K00758.01,kepler,16.01308419,3.2554,1121.9,3.1,1.0,planet,CONFIRMED,0.008470677169821753,0.06244893164456659,0.03349477571204202,0
K00759.01,kepler,32.62876672,4.7971,1804.8,3.36,1.0,planet,CONFIRMED,0.006125857234565642,0.03064780255353764,0.04248293775152561,0
K00759.02,kepler,91.7732862,6.473,652.0,2.12,0.978,planet,CONFIRMED,0.002938854480437395,0.010896417044723848,0.02553429066960741,0
K00760.01,kepler,4.959319244,2.22739,9802.0,12.21,1.0,planet,CONFIRMED,0.018713841981225495,0.20164057823255552,0.09900505037623081,0
K00761.01,kepler,2.701287801,3.3827,860.4,6.54,0.0,fp,FALSE POSITIVE,0.05217727384736867,0.3701938015008272,0.02933257574779276,0
K00762.01,kepler,4.49876511,3.7362,460.0,2.1,1.0,planet,CONFIRMED,0.03460394045778487,0.22228322118377947,0.021447610589527218,0
K00763.01,kepler,19.651209505,5.2514,11766.0,12.42,0.0,fp,FALSE POSITIVE,0.011134598777630473,0.05088745299598799,0.10847119433287346,0
K00115.01,kepler,5.412203927,2.9472,601.6,2.94,1.0,planet,CONFIRMED,0.022689462861401895,0.1847676128778656,0.024527535546809427,0
K00764.01,kepler,41.43958662,10.5989,2793.1,5.5,0.998,planet,CONFIRMED,0.01065697969873555,0.024131514852451973,0.052849787132967715,0
K00765.01,kepler,8.35389523,2.2514,1041.6,2.52,1.0,planet,CONFIRMED,0.01122929253367394,0.11970463747364954,0.03227382840631089,0
K00766.01,kepler,4.125543472,3.1744,1487.3,4.43,1.0,planet,CONFIRMED,0.03206042247872516,0.24239230704681322,0.03856552864930027,0
K00767.01,kepler,2.816504904,2.50587,16814.0,12.21,1.0,planet,CONFIRMED,0.03707121185967585,0.3550499765080473,0.12966880889404359,0
K00768.01,kepler,33.93373447,14.561,8503.7,7.34,0.0,fp,FALSE POSITIVE,0.017879209076434237,0.02946919976886352,0.09221550845709198,0
K00786.01,kepler,3.689920099,2.6557,426.7,1.89,1.0,planet,CONFIRMED,0.029988228389187854,0.27100857828087077,0.020656718035544756,0
K00787.01,kepler,4.431238488,3.15,1010.9,3.25,1.0,planet,CONFIRMED,0.029619258894647876,0.2256705439592219,0.03179465363862295,0
K00787.02,kepler,11.37936986,2.6255,1023.5,3.95,1.0,planet,CONFIRMED,0.009613522952432915,0.08787832826447914,0.03199218654609278,0
K00788.01,kepler,26.39432897,3.573,1510.9,3.07,1.0,planet,CONFIRMED,0.005640416173080683,0.037886926435470585,0.038870297143191485,0
K00116.01,kepler,13.57078281,3.3539,511.7,2.64,1.0,planet,CONFIRMED,0.010297551385934627,0.07368771676628137,0.02262078690054791,0
K00115.02,kepler,7.12594387,3.0014,192.4,1.79,1.0,planet,CONFIRMED,0.01754972191962176,0.14033228695639444,0.013870832707519763,0
K00774.01,kepler,7.442652004,2.3078,24446.0,15.03,0.014,fp,FALSE POSITIVE,0.012919901841662584,0.1343607089868715,0.15635216659835577,0
K00775.01,kepler,16.38489988,3.0249,1127.1,2.0,1.0,planet,CONFIRMED,0.007692296011759335,0.06103180411987968,0.03357231001882355,0
K00775.02,kepler,7.8774163,2.0805,1306.1,2.16,1.0,planet,CONFIRMED,0.011004559959589795,0.1269451761740712,0.03614000553403389,0
K00775.03,kepler,36.4454001,4.007,1122.3,1.99,1.0,planet,CONFIRMED,0.004581053654925668,0.027438304895986036,0.03350074626034471,0
K00776.01,kepler,3.728732147,2.683,5226.5,6.02,1.0,planet,CONFIRMED,0.029981147011755752,0.2681876736049713,0.07229453644640098,0
K00777.01,kepler,40.4195037,3.362,6256.0,7.51,0.999,candidate,CANDIDATE,0.0034657361053479076,0.02474053138856329,0.07909487973314075,0
K00778.01,kepler,2.243380573,1.1196,821.7,1.99,1.0,planet,CONFIRMED,0.02079451010740298,0.4457558436742333,0.02866531004541901,0
K00779.01,kepler,10.405998015,6.5036,14489.0,11.23,0.0,fp,FALSE POSITIVE,0.026041071019110063,0.09609842309776762,0.12037026210821342,0
K00780.01,kepler,2.337437946,1.9982,971.2,2.34,1.0,planet,CONFIRMED,0.03561948392076515,0.4278188440087898,0.03116408188925193,0
K00780.02,kepler,7.2406612,0.558,556.4,19.45,0.993,candidate,CANDIDATE,0.0032110327161834337,0.138108934029395,0.023588132609428835,0
K00115.03,kepler,3.43591631,3.133,23.2,0.55,0.871,candidate,CANDIDATE,0.037993261444329726,0.29104317735841473,0.004816637831516918,0
K00781.01,kepler,11.59822233,2.5237,2804.5,2.65,1.0,planet,CONFIRMED,0.009066403770746361,0.08622010956053125,0.05295753015388841,0
K00782.01,kepler,6.575315881,4.3084,2793.3,5.31,1.0,planet,CONFIRMED,0.02730160343861154,0.15208394822362756,0.05285167925430563,0
K00783.01,kepler,7.275040844,7.5377,3001.0,4.86,1.0,planet,CONFIRMED,0.04317100619336857,0.13745627295340035,0.05478138369920935,0
K00784.01,kepler,19.27153892,2.7594,1219.8,1.93,1.0,planet,CONFIRMED,0.005966051827894188,0.05188999197994511,0.03492563528412905,0
K00784.02,kepler,10.06524317,1.369,1053.3,1.91,1.0,planet,CONFIRMED,0.00566719210884864,0.09935179737937717,0.032454583651619996,0
K00785.01,kepler,12.3935651,3.8896,916.6,2.66,1.0,planet,CONFIRMED,0.013076678531076316,0.08068703330569507,0.03027540255719154,0
K00116.02,kepler,43.84439721,6.802,615.2,2.87,0.998,planet,CONFIRMED,0.00646414786612747,0.02280793131241683,0.024803225596683992,0
K00798.01,kepler,3.341913228,3.813,725.3,21.55,0.0,fp,FALSE POSITIVE,0.047540133199412915,0.29922979197112776,0.026931394319641155,0
K00799.01,kepler,1.626630225,2.1145,1620.6,32.43,0.773,fp,FALSE POSITIVE,0.0541636109501572,0.6147678707986629,0.04025667646490455,0
K00800.01,kepler,2.711504086,3.0099,837.5,3.12,1.0,planet,CONFIRMED,0.04625200479967117,0.3687990016917865,0.028939592256975562,0
K00800.02,kepler,7.21203748,4.0491,950.4,3.32,1.0,planet,CONFIRMED,0.023393181256734123,0.1386570719818278,0.03082855818879631,0
K00789.01,kepler,14.1798187,2.505,459.9,1.88,,fp,FALSE POSITIVE,0.007360813435506054,0.07052276345395023,0.02144527920079382,0
K00790.01,kepler,8.47237911,2.7245,1123.5,2.59,1.0,planet,CONFIRMED,0.013398932207760155,0.11803060120618233,0.03351865152418874,0
K00790.02,kepler,60.4189369,5.039,931.3,2.36,0.989,planet,CONFIRMED,0.003475041834662492,0.016551102209148603,0.03051720826025867,0
K00791.01,kepler,12.611904345,5.1497,6105.6,7.4,1.0,planet,CONFIRMED,0.017013357179354135,0.07929016686496286,0.07813833886127859,0
K00792.01,kepler,1.433769925,1.8868,1976.3,46.58,0.0,fp,FALSE POSITIVE,0.05483213540461638,0.6974619724988304,0.044455595823248165,0
K00793.01,kepler,10.31872301,3.836,871.7,28.59,0.0,fp,FALSE POSITIVE,0.01548964277638201,0.09691121653627953,0.029524566042534818,0
K00794.01,kepler,2.539183147,2.4282,382.1,2.06,1.0,planet,CONFIRMED,0.039845491302798096,0.3938274406009201,0.019547378340841515,0
K00795.01,kepler,6.770300385,2.0844,1304.0,2.77,1.0,planet,CONFIRMED,0.012828086652170013,0.14770393381888328,0.03611094017053558,0
K00796.01,kepler,0.444291966,2.0792,10967.0,27.51,0.0,fp,FALSE POSITIVE,0.19499189713759835,2.2507721870442285,0.10472344532147516,0
K00797.01,kepler,10.181584004,3.5089,5741.1,7.73,1.0,candidate,CANDIDATE,0.014359668064343231,0.09821654465622774,0.07577004685230174,0
K00812.02,kepler,20.06036336,3.3203,1494.7,1.96,1.0,planet,CONFIRMED,0.006896476940651653,0.0498495456963647,0.038661350209220575,0
K00812.03,kepler,46.1842039,4.758,1394.7,1.83,1.0,planet,CONFIRMED,0.004292593208475766,0.02165242475902026,0.03734568248137929,0
K00116.04,kepler,23.9800854,5.351,104.0,1.31,0.952,planet,CONFIRMED,0.009297645509358084,0.04170126933743113,0.010198039027185569,0
K00812.04,kepler,7.82502168,2.186,520.8,1.2,0.994,planet,CONFIRMED,0.011640010348614565,0.12779517308634472,0.02282104292095346,0
K00813.01,kepler,3.895936525,2.3111,8544.8,7.34,1.0,planet,CONFIRMED,0.02471699236253171,0.2566776931767388,0.0924380873882622,0
K00814.01,kepler,22.36646466,5.228,986.8,2.32,0.999,planet,CONFIRMED,0.009739283192256335,0.04470979277240859,0.0314133729484753,0
K00801.01,kepler,1.625522174,2.38963,7969.0,9.73,1.0,planet,CONFIRMED,0.061252881233637764,0.6151869325407308,0.08926925562588724,0
K00802.01,kepler,19.620346923,2.0038,21725.0,13.6,1.0,candidate,CANDIDATE,0.0042553613855213415,0.05096749837933536,0.14739402972983676,0
K00803.01,kepler,7.544039,6.222,322.6,17.47,0.0,fp,FALSE POSITIVE,0.034364880669360276,0.13255498811710809,0.017961069010501575,0
K00804.01,kepler,9.02930689,3.1449,1019.8,2.57,1.0,planet,CONFIRMED,0.014512464976146135,0.11075047201103605,0.0319343075703858,0
K00805.01,kepler,10.328035714,7.7915,16918.0,13.28,0.053,fp,FALSE POSITIVE,0.03143345378766119,0.09682383249744832,0.13006921234481278,0
K00806.01,kepler,143.2063047,8.9302,10566.0,8.9,1.0,planet,CONFIRMED,0.0025982910979104865,0.0069829327842435415,0.1027910501940709,0
K00116.03,kepler,6.164876,3.262,55.8,0.79,0.95,planet,CONFIRMED,0.022046942495950718,0.16220926422526585,0.007469939758793239,0
K00806.02,kepler,60.32494216,6.6188,20280.0,12.19,0.745,planet,CONFIRMED,0.004571630298490341,0.016576891153044084,0.1424078649513432,0
K00806.03,kepler,29.1598615,4.803,488.0,1.91,,planet,CONFIRMED,0.006863029853554002,0.03429371569546035,0.02209072203437452,0
K00807.01,kepler,1.540397253,2.1541,816.1,25.69,0.0,fp,FALSE POSITIVE,0.0582668960827254,0.6491831883317439,0.028567464010653798,0
K00808.01,kepler,2.99025443,5.414,589.2,1.7,0.0,fp,FALSE POSITIVE,0.07543951145766996,0.3344197035434206,0.024273442277518036,0
K00809.01,kepler,1.594745374,1.9604,15044.0,11.3,1.0,planet,CONFIRMED,0.051220298026920845,0.6270593514824017,0.12265398485169571,0
K00810.01,kepler,4.783002698,2.335,1008.7,2.5,1.0,planet,CONFIRMED,0.02034112728126809,0.20907368511795893,0.03176003778335284,0
K00811.01,kepler,20.50588921,4.0595,2105.5,3.41,1.0,planet,CONFIRMED,0.008248646601038245,0.04876647824237416,0.04588572762853391,0
K00812.01,kepler,3.340218842,1.9104,1632.6,2.03,1.0,planet,CONFIRMED,0.023830773899933592,0.29938158165745715,0.04040544517759952,0
K00828.01,kepler,2.507089906,2.0067,1339.2,30.26,0.0,fp,FALSE POSITIVE,0.0333504194643748,0.39886882301539606,0.036595081636744575,0
K00829.01,kepler,18.64932728,4.4056,893.6,3.12,1.0,planet,CONFIRMED,0.00984307175860054,0.0536212371087736,0.02989314302645341,0
K00117.02,kepler,4.90144976,4.1654,140.7,1.7,1.0,planet,CONFIRMED,0.03540959141307884,0.20402126900511167,0.011861703081766968,0
K00829.02,kepler,9.75192101,4.793,418.0,2.76,0.998,planet,CONFIRMED,0.020478871099196213,0.10254389868155833,0.020445048300260872,0
K00829.03,kepler,38.5576546,5.794,993.0,4.02,1.0,planet,CONFIRMED,0.006261186505536742,0.025935187458212255,0.03151190251317746,0
K00830.01,kepler,3.525632539,2.59959,22335.0,11.58,0.99,planet,CONFIRMED,0.030722501225474423,0.2836370463847707,0.14944898795241138,0
K00815.01,kepler,34.84398644,2.9315,4523.6,7.61,1.0,candidate,CANDIDATE,0.003505506855355479,0.028699356823650515,0.06725771331230344,0
K00816.01,kepler,7.748094239,3.5957,2472.1,5.52,1.0,planet,CONFIRMED,0.019336475359219403,0.12906399550053277,0.049720217215937425,0
K00817.01,kepler,23.96793669,3.827,1182.3,1.8,1.0,planet,CONFIRMED,0.006652985419469303,0.04172240660236824,0.03438458957149264,0
K00817.02,kepler,8.29561738,1.3421,824.3,1.82,0.995,planet,CONFIRMED,0.006741009230747976,0.12054557897172448,0.02871062521088665,0
K00818.01,kepler,8.11437482,2.2736,1558.0,2.1,1.0,planet,CONFIRMED,0.01167475442468325,0.12323808330066764,0.0394715087119811,0
K00819.01,kepler,38.036729482,4.34617,82872.0,27.5,0.0,fp,FALSE POSITIVE,0.004760935525552046,0.026290378106067897,0.2878749728614837,0
K00820.01,kepler,4.64090031,35.512,2450.6,30.09,0.0,candidate,CANDIDATE,0.31883181448184705,0.2154754321796669,0.04950353522729462,0
K00011.01,kepler,3.747838198,5.0642,616.0,13.65,0.0,fp,FALSE POSITIVE,0.05630134551858082,0.26682048348128823,0.024819347291981715,0
K00117.01,kepler,14.74914825,6.0995,430.2,2.89,0.992,planet,CONFIRMED,0.017231221018700747,0.06780052536254086,0.020741263220932327,0
K00821.01,kepler,21.81295996,4.3791,1175.4,3.38,1.0,planet,CONFIRMED,0.008364866590072814,0.04584430548782798,0.03428410710518797,0
K00822.01,kepler,7.91936937,3.3148,15148.0,10.34,0.0,fp,FALSE POSITIVE,0.017440361752777626,0.12627268072482897,0.1230772115381235,0
K00823.01,kepler,1.028436523,1.8606,8098.0,72.77,,candidate,CANDIDATE,0.07538141466802029,0.972349753860307,0.08998888820293315,0
K00824.01,kepler,15.37562369,3.3169,15337.0,11.01,1.0,planet,CONFIRMED,0.008988524267575038,0.06503801212632306,0.12384264209067893,0
K00825.01,kepler,8.10363271,3.161,887.9,2.11,1.0,planet,CONFIRMED,0.016252998876763423,0.12340144670747301,0.029797650914124084,0
K00825.02,kepler,4.71510843,2.506,417.5,1.46,1.0,planet,CONFIRMED,0.022145125232394,0.21208420015062093,0.02043281674170255,0
K00826.01,kepler,6.365839713,2.9721,780.7,2.44,1.0,planet,CONFIRMED,0.019453442999374498,0.1570884667356374,0.027941009287425538,0
K00827.01,kepler,5.97581754,3.065,962.4,3.86,0.037,fp,FALSE POSITIVE,0.02137085553206722,0.16734111999008588,0.031022572427185983,0
K00839.01,kepler,2.446737317,4.7211,1177.9,26.25,0.0,fp,FALSE POSITIVE,0.08039788277770399,0.40870754414541016,0.03432054778117622,0
K00840.01,kepler,3.04033046,1.8411,10859.0,8.99,1.0,planet,CONFIRMED,0.02523163222197892,0.32891161443022876,0.10420652570736634,0
K00841.01,kepler,15.33528675,3.897,3081.4,5.0,1.0,planet,CONFIRMED,0.010588324994966267,0.06520908387969987,0.05551035939354023,0
K00117.04,kepler,7.95825328,4.377,50.0,1.06,0.998,planet,CONFIRMED,0.02291646088449198,0.12565571423984637,0.007071067811865475,0
K00841.02,kepler,31.33046135,5.176,5073.8,6.5,1.0,planet,CONFIRMED,0.006883609668475779,0.03191781917376713,0.0712306113970672,0
K00831.01,kepler,3.9043425,3.831,16228.0,12.28,0.006,fp,FALSE POSITIVE,0.0408839644575239,0.25612507099466814,0.12738916751435342,0
K00832.01,kepler,9.286358079,3.49949,44791.0,17.61,0.0,fp,FALSE POSITIVE,0.015701751116303616,0.10768484173159139,0.21163884331568247,0
K00833.01,kepler,3.951405455,2.1862,2453.9,31.44,0.0,fp,FALSE POSITIVE,0.023052978922069808,0.2530745101681801,0.049536854966782055,0
K00834.01,kepler,23.65369415,8.2183,3341.8,7.89,0.999,planet,CONFIRMED,0.014476773247136396,0.042276694441827814,0.05780830390177522,0
K00834.02,kepler,13.23352214,6.7372,504.6,3.06,0.996,planet,CONFIRMED,0.021212543697506265,0.07556567249601473,0.022463303408003017,0
K00834.03,kepler,6.15560285,4.9843,285.0,2.32,0.997,planet,CONFIRMED,0.03373823356174882,0.1624536254804028,0.016881943016134132,0
K00834.04,kepler,2.090811305,3.388,115.9,1.62,1.0,planet,CONFIRMED,0.06751765036331993,0.47828323752056623,0.010765686229869419,0
K00117.03,kepler,3.180027898,3.5797,120.3,1.53,0.995,planet,CONFIRMED,0.04690341451421652,0.3144626500380469,0.01096813566655701,0
K00834.05,kepler,50.4467417,7.159,370.3,2.67,0.989,planet,CONFIRMED,0.005913001645191818,0.019822885805923122,0.01924318061028374,0
K00835.01,kepler,11.76307164,2.9076,1037.3,2.35,1.0,planet,CONFIRMED,0.010299180665365735,0.08501180904140103,0.03220714206507619,0
K00835.02,kepler,56.2279271,3.57,862.7,2.37,0.878,planet,CONFIRMED,0.0026454825506096236,0.017784756642753773,0.029371755139929928,0
K00836.01,kepler,2.384052875,3.0918,1268.1,17.06,0.0,fp,FALSE POSITIVE,0.054036133741370986,0.41945378413639417,0.035610391741737406,0
K00837.01,kepler,7.953547,2.6312,875.4,2.25,1.0,planet,CONFIRMED,0.013784206384061519,0.12573006735233977,0.029587159377000016,0
K00837.02,kepler,4.14451656,2.3421,391.8,1.48,1.0,planet,CONFIRMED,0.023546172053417976,0.2412826648230355,0.019793938466106234,0
K00838.01,kepler,4.859386384,2.2757,6044.3,38.33,0.0,fp,FALSE POSITIVE,0.019512923204777485,0.20578729925502465,0.07774509630838462,0
K00850.01,kepler,10.526294577,2.5211,9768.0,8.24,0.999,planet,CONFIRMED,0.00997937427695202,0.09500019144296079,0.09883319280484669,0
K00851.01,kepler,4.583520948,2.7055,3812.1,5.39,1.0,planet,CONFIRMED,0.024594447793645526,0.21817288746904184,0.061742205985857036,0
K00852.01,kepler,3.76181843,3.5176,510.6,2.66,0.876,planet,CONFIRMED,0.03896165362416672,0.26582888531385074,0.022596459899727656,0
K00853.01,kepler,8.20396958,2.9667,1024.4,3.01,1.0,planet,CONFIRMED,0.015067401066594396,0.12189221208691998,0.03200624938976762,0
K00853.02,kepler,14.49645186,4.016,647.5,3.01,1.0,planet,CONFIRMED,0.011543054462523723,0.06898239718639675,0.025446021299998945,0
K00841.03,kepler,6.54626149,2.75,655.9,2.19,1.0,planet,CONFIRMED,0.01750362913372306,0.1527589451670376,0.025610544703305316,0
K00842.01,kepler,12.71809866,3.0957,1149.4,2.31,1.0,planet,CONFIRMED,0.010142042725748127,0.07862810524855607,0.03390280224406236,0
K00842.02,kepler,36.06588163,4.3246,1563.8,2.64,0.999,planet,CONFIRMED,0.0049961808369265335,0.027727036046394298,0.03954491117704021,0
K00843.01,kepler,4.190425659,2.8589,2877.4,6.21,1.0,planet,CONFIRMED,0.028426905290036872,0.23863924130290842,0.053641401920531497,0
K00844.01,kepler,3.709870784,3.0694,2020.3,4.35,1.0,planet,CONFIRMED,0.03447334802555394,0.26955116720313244,0.04494774744077839,0
K00845.01,kepler,16.3297527,6.271,1187.5,3.75,1.0,planet,CONFIRMED,0.016000956748516263,0.06123791452151017,0.034460121880225555,0
K00846.01,kepler,27.807566216,4.21587,25391.0,13.84,0.985,planet,CONFIRMED,0.006317030718744724,0.03596143553996527,0.15934553649224067,0
K00847.01,kepler,80.8723469,11.195,3604.6,7.59,0.942,planet,CONFIRMED,0.00576783475704145,0.012365166071370682,0.06003832109578015,0
K00848.01,kepler,3.166465862,2.9381,4357.2,26.82,0.0,fp,FALSE POSITIVE,0.038661662139635386,0.3158094997962116,0.06600909028308147,0
K00118.01,kepler,24.99324319,5.9409,269.6,2.29,0.912,planet,CONFIRMED,0.00990417682564069,0.04001081381867672,0.016419500601419036,0
K00849.01,kepler,10.35533116,3.1775,750.6,2.47,1.0,planet,CONFIRMED,0.012785282410353482,0.09656861616002631,0.027397080136394098,0
K00867.01,kepler,16.08518937,3.984,1442.4,3.68,1.0,planet,CONFIRMED,0.010320052576415517,0.06216899142418987,0.03797894153343403,0
K00868.01,kepler,235.9986399,8.2284,20715.0,10.59,0.998,candidate,CANDIDATE,0.0014527626097560404,0.00423731255580003,0.1439270648627283,0
K00869.01,kepler,7.49018305,2.7297,1123.6,2.56,1.0,planet,CONFIRMED,0.01518487588898111,0.1335080856268259,0.03352014319778482,0
K00869.02,kepler,36.2761238,4.7865,1572.6,3.03,1.0,planet,CONFIRMED,0.005497762139625292,0.02756634103227975,0.039656020980426164,0
K00869.03,kepler,17.46087931,2.2641,812.4,2.32,1.0,planet,CONFIRMED,0.005402792054462691,0.0572708843722029,0.028502631457463713,0
K00854.01,kepler,56.0560754,4.685,1626.0,1.94,0.996,planet,CONFIRMED,0.003482376030437074,0.0178392795582689,0.04032369030731191,0
K00855.01,kepler,41.408316686,5.0264,22839.0,11.38,0.974,planet,CONFIRMED,0.005057760133585483,0.02414973802444127,0.15112577543225378,0
K00856.01,kepler,39.74893077,7.3051,15179.0,14.21,0.994,candidate,CANDIDATE,0.00765754350545683,0.02515790942368536,0.12320308437697491,0
K00857.01,kepler,5.715425977,2.5242,908.1,2.47,1.0,planet,CONFIRMED,0.018401952964353825,0.17496508642123912,0.030134697609234443,0
K00119.01,kepler,49.18394185,11.3364,1646.2,8.2,0.959,planet,CONFIRMED,0.009603744275734582,0.02033183926269627,0.04057339029462537,0
K00857.02,kepler,20.0261412,1.611,421.2,2.28,0.994,planet,CONFIRMED,0.003351868906227426,0.04993473230878847,0.020523157651784484,0
K00858.01,kepler,13.61014819,2.594,5732.9,19.02,0.0,candidate,CANDIDATE,0.007941378141109963,0.07347458573116389,0.07571591642448766,0
K00859.01,kepler,10.44331991,2.743,1159.8,2.66,0.0,fp,FALSE POSITIVE,0.010943997469351359,0.09575499061772973,0.03405583650418823,0
K00861.01,kepler,2.237489571,1.8119,315.8,1.41,1.0,planet,CONFIRMED,0.033741311830826556,0.44692945744237395,0.017770762504743572,0
K00862.01,kepler,5.851520671,3.11058,33004.0,14.62,0.0,fp,FALSE POSITIVE,0.022149370614433908,0.17089574765684015,0.18167003054989558,0
K00863.01,kepler,3.167893418,2.1814,781.2,2.62,1.0,planet,CONFIRMED,0.02869151662433445,0.3156671857449467,0.02794995527724508,0
K00864.01,kepler,4.311780262,2.7251,1154.0,3.11,1.0,planet,CONFIRMED,0.026333863609428368,0.23192276489900587,0.03397057550292606,0
K00864.02,kepler,20.0504494,4.556,840.9,2.69,1.0,planet,CONFIRMED,0.009467784464388779,0.04987419384225871,0.028998275810813306,0
K00864.03,kepler,9.76734503,1.6585,569.1,2.67,1.0,planet,CONFIRMED,0.00707502053571529,0.10238196735433641,0.02385581690070579,0
K00865.01,kepler,119.0207044,8.1405,7430.5,8.98,1.0,candidate,CANDIDATE,0.002849819295809847,0.008401899526986835,0.08620034802713966,0
K00119.02,kepler,190.3200468,15.284,1141.7,7.78,0.987,planet,CONFIRMED,0.0033461179946143926,0.005254307240954294,0.03378905148121208,0
K00866.01,kepler,2.861159894,1.8832,1014.3,4.37,0.0,fp,FALSE POSITIVE,0.02742477511697802,0.3495086038697284,0.03184807686501651,0
K00880.01,kepler,26.44439337,3.9783,1843.5,3.91,1.0,planet,CONFIRMED,0.006268341938524113,0.037815199086187246,0.042935998882057,0
